"station","prov","year","annual"
"FORT ST JAMES","BC",1992,4.4
"FORT ST JAMES","BC",1993,3.7
"FORT ST JAMES","BC",1994,3.6
"FORT ST JAMES","BC",1995,3.3
"FORT ST JAMES","BC",1996,NA
"FORT ST JAMES","BC",1997,NA
"FORT ST JAMES","BC",1998,4.6
"FORT ST JAMES","BC",1999,4
"FORT ST JAMES","BC",2000,2.8
"FORT ST JAMES","BC",2001,3.1
"FORT ST JAMES","BC",2002,3.1
"FORT ST JAMES","BC",2003,3.6
"FORT ST JAMES","BC",2004,4.4
"FORT ST JAMES","BC",2005,4.4
"FORT ST JAMES","BC",2006,4
"FORT ST JAMES","BC",2007,3.2
"FORT ST JAMES","BC",2008,2.8
"FORT ST JAMES","BC",2009,2.6
"FORT ST JAMES","BC",2010,NA
"FORT ST JAMES","BC",2011,NA
"FORT ST JAMES","BC",2012,NA
"FORT ST JAMES","BC",2013,NA
"FORT ST JAMES","BC",2014,NA
"FORT ST JAMES","BC",2015,NA
"FORT ST JAMES","BC",2016,NA
"FORT ST JAMES","BC",2017,NA
"PRINCE GEORGE","BC",1913,NA
"PRINCE GEORGE","BC",1914,NA
"PRINCE GEORGE","BC",1915,NA
"PRINCE GEORGE","BC",1916,1.7
"PRINCE GEORGE","BC",1917,NA
"PRINCE GEORGE","BC",1918,NA
"PRINCE GEORGE","BC",1919,2.2
"PRINCE GEORGE","BC",1920,2.7
"PRINCE GEORGE","BC",1921,2.9
"PRINCE GEORGE","BC",1922,2
"PRINCE GEORGE","BC",1923,4.3
"PRINCE GEORGE","BC",1924,3.2
"PRINCE GEORGE","BC",1925,3.7
"PRINCE GEORGE","BC",1926,4.6
"PRINCE GEORGE","BC",1927,1.4
"PRINCE GEORGE","BC",1928,4.6
"PRINCE GEORGE","BC",1929,3.1
"PRINCE GEORGE","BC",1930,4
"PRINCE GEORGE","BC",1931,4.3
"PRINCE GEORGE","BC",1932,3.2
"PRINCE GEORGE","BC",1933,2.5
"PRINCE GEORGE","BC",1934,4.8
"PRINCE GEORGE","BC",1935,2.9
"PRINCE GEORGE","BC",1936,2.5
"PRINCE GEORGE","BC",1937,2.5
"PRINCE GEORGE","BC",1938,4.1
"PRINCE GEORGE","BC",1939,4.6
"PRINCE GEORGE","BC",1940,4.2
"PRINCE GEORGE","BC",1941,5.3
"PRINCE GEORGE","BC",1942,4.3
"PRINCE GEORGE","BC",1943,3.8
"PRINCE GEORGE","BC",1944,4.5
"PRINCE GEORGE","BC",1945,3.5
"PRINCE GEORGE","BC",1946,3.8
"PRINCE GEORGE","BC",1947,4.1
"PRINCE GEORGE","BC",1948,2.7
"PRINCE GEORGE","BC",1949,2.2
"PRINCE GEORGE","BC",1950,1.1
"PRINCE GEORGE","BC",1951,1.5
"PRINCE GEORGE","BC",1952,3.5
"PRINCE GEORGE","BC",1953,4.2
"PRINCE GEORGE","BC",1954,2.9
"PRINCE GEORGE","BC",1955,0.8
"PRINCE GEORGE","BC",1956,2.2
"PRINCE GEORGE","BC",1957,2.6
"PRINCE GEORGE","BC",1958,5
"PRINCE GEORGE","BC",1959,3.2
"PRINCE GEORGE","BC",1960,3.7
"PRINCE GEORGE","BC",1961,4.2
"PRINCE GEORGE","BC",1962,4.1
"PRINCE GEORGE","BC",1963,4.6
"PRINCE GEORGE","BC",1964,3.2
"PRINCE GEORGE","BC",1965,3.6
"PRINCE GEORGE","BC",1966,3.3
"PRINCE GEORGE","BC",1967,4.3
"PRINCE GEORGE","BC",1968,3.3
"PRINCE GEORGE","BC",1969,3.7
"PRINCE GEORGE","BC",1970,3.1
"PRINCE GEORGE","BC",1971,3.3
"PRINCE GEORGE","BC",1972,2.4
"PRINCE GEORGE","BC",1973,3.3
"PRINCE GEORGE","BC",1974,4
"PRINCE GEORGE","BC",1975,2.9
"PRINCE GEORGE","BC",1976,4.3
"PRINCE GEORGE","BC",1977,4.1
"PRINCE GEORGE","BC",1978,3.6
"PRINCE GEORGE","BC",1979,3.3
"PRINCE GEORGE","BC",1980,4.2
"PRINCE GEORGE","BC",1981,5.6
"PRINCE GEORGE","BC",1982,2.7
"PRINCE GEORGE","BC",1983,4.3
"PRINCE GEORGE","BC",1984,3.8
"PRINCE GEORGE","BC",1985,3.1
"PRINCE GEORGE","BC",1986,4.6
"PRINCE GEORGE","BC",1987,6
"PRINCE GEORGE","BC",1988,4.4
"PRINCE GEORGE","BC",1989,4.3
"PRINCE GEORGE","BC",1990,4.1
"PRINCE GEORGE","BC",1991,4.9
"PRINCE GEORGE","BC",1992,5.6
"PRINCE GEORGE","BC",1993,4.5
"PRINCE GEORGE","BC",1994,4.8
"PRINCE GEORGE","BC",1995,4.2
"PRINCE GEORGE","BC",1996,2.1
"PRINCE GEORGE","BC",1997,5
"PRINCE GEORGE","BC",1998,5.8
"PRINCE GEORGE","BC",1999,5.2
"PRINCE GEORGE","BC",2000,3.9
"PRINCE GEORGE","BC",2001,4.2
"PRINCE GEORGE","BC",2002,4.2
"PRINCE GEORGE","BC",2003,4.6
"PRINCE GEORGE","BC",2004,5.3
"PRINCE GEORGE","BC",2005,5.2
"PRINCE GEORGE","BC",2006,5.1
"PRINCE GEORGE","BC",2007,4.6
"PRINCE GEORGE","BC",2008,4
"PRINCE GEORGE","BC",2009,NA
"PRINCE GEORGE","BC",2010,NA
"PRINCE GEORGE","BC",2011,3.1
"PRINCE GEORGE","BC",2012,3.9
"PRINCE GEORGE","BC",2013,4.9
"PRINCE GEORGE","BC",2014,4.3
"PRINCE GEORGE","BC",2015,5.5
"PRINCE GEORGE","BC",2016,5.5
"PRINCE GEORGE","BC",2017,4
"QUESNEL","BC",1900,4
"QUESNEL","BC",1901,NA
"QUESNEL","BC",1902,NA
"QUESNEL","BC",1903,NA
"QUESNEL","BC",1904,3.1
"QUESNEL","BC",1905,3.9
"QUESNEL","BC",1906,4.4
"QUESNEL","BC",1907,4
"QUESNEL","BC",1908,4.3
"QUESNEL","BC",1909,2.3
"QUESNEL","BC",1910,4.3
"QUESNEL","BC",1911,3
"QUESNEL","BC",1912,4.6
"QUESNEL","BC",1913,4.1
"QUESNEL","BC",1914,5.4
"QUESNEL","BC",1915,6.7
"QUESNEL","BC",1916,3.1
"QUESNEL","BC",1917,3.9
"QUESNEL","BC",1918,5.7
"QUESNEL","BC",1919,3.9
"QUESNEL","BC",1920,4.6
"QUESNEL","BC",1921,4.8
"QUESNEL","BC",1922,4.3
"QUESNEL","BC",1923,5.7
"QUESNEL","BC",1924,5.1
"QUESNEL","BC",1925,5.6
"QUESNEL","BC",1926,6.5
"QUESNEL","BC",1927,3.7
"QUESNEL","BC",1928,5.6
"QUESNEL","BC",1929,4.2
"QUESNEL","BC",1930,4.6
"QUESNEL","BC",1931,5.4
"QUESNEL","BC",1932,4.4
"QUESNEL","BC",1933,3.7
"QUESNEL","BC",1934,6
"QUESNEL","BC",1935,4.3
"QUESNEL","BC",1936,4.1
"QUESNEL","BC",1937,4.3
"QUESNEL","BC",1938,5.8
"QUESNEL","BC",1939,6.1
"QUESNEL","BC",1940,6.4
"QUESNEL","BC",1941,7.2
"QUESNEL","BC",1942,6.1
"QUESNEL","BC",1943,4.6
"QUESNEL","BC",1944,5.7
"QUESNEL","BC",1945,5.1
"QUESNEL","BC",1946,4.9
"QUESNEL","BC",1947,5.3
"QUESNEL","BC",1948,4
"QUESNEL","BC",1949,3.9
"QUESNEL","BC",1950,2.8
"QUESNEL","BC",1951,3.1
"QUESNEL","BC",1952,5
"QUESNEL","BC",1953,5.6
"QUESNEL","BC",1954,4.2
"QUESNEL","BC",1955,1.9
"QUESNEL","BC",1956,3.3
"QUESNEL","BC",1957,3.5
"QUESNEL","BC",1958,6.1
"QUESNEL","BC",1959,4.6
"QUESNEL","BC",1960,5
"QUESNEL","BC",1961,5.6
"QUESNEL","BC",1962,5.2
"QUESNEL","BC",1963,6
"QUESNEL","BC",1964,4.2
"QUESNEL","BC",1965,4.6
"QUESNEL","BC",1966,4.6
"QUESNEL","BC",1967,5.4
"QUESNEL","BC",1968,4.5
"QUESNEL","BC",1969,4.9
"QUESNEL","BC",1970,4.4
"QUESNEL","BC",1971,4.3
"QUESNEL","BC",1972,3.8
"QUESNEL","BC",1973,4.6
"QUESNEL","BC",1974,4.9
"QUESNEL","BC",1975,4
"QUESNEL","BC",1976,5.3
"QUESNEL","BC",1977,4.9
"QUESNEL","BC",1978,4.6
"QUESNEL","BC",1979,NA
"QUESNEL","BC",1980,5.2
"QUESNEL","BC",1981,6.6
"QUESNEL","BC",1982,3.9
"QUESNEL","BC",1983,5.4
"QUESNEL","BC",1984,4.9
"QUESNEL","BC",1985,4.2
"QUESNEL","BC",1986,5.8
"QUESNEL","BC",1987,7.3
"QUESNEL","BC",1988,5.9
"QUESNEL","BC",1989,5.4
"QUESNEL","BC",1990,5.3
"QUESNEL","BC",1991,5.6
"QUESNEL","BC",1992,6.8
"QUESNEL","BC",1993,5.2
"QUESNEL","BC",1994,5.8
"QUESNEL","BC",1995,5.1
"QUESNEL","BC",1996,3.2
"QUESNEL","BC",1997,6.1
"QUESNEL","BC",1998,7
"QUESNEL","BC",1999,6.2
"QUESNEL","BC",2000,4.8
"QUESNEL","BC",2001,5.3
"QUESNEL","BC",2002,5.2
"QUESNEL","BC",2003,5.7
"QUESNEL","BC",2004,6.2
"QUESNEL","BC",2005,6.2
"QUESNEL","BC",2006,NA
"QUESNEL","BC",2007,5.4
"QUESNEL","BC",2008,4.8
"QUESNEL","BC",2009,4.6
"QUESNEL","BC",2010,6.3
"QUESNEL","BC",2011,4.5
"QUESNEL","BC",2012,5.3
"QUESNEL","BC",2013,6.2
"QUESNEL","BC",2014,NA
"QUESNEL","BC",2015,7
"QUESNEL","BC",2016,6.9
"QUESNEL","BC",2017,5.3
"WILLIAMS LAKE","BC",1940,NA
"WILLIAMS LAKE","BC",1941,5.7
"WILLIAMS LAKE","BC",1942,NA
"WILLIAMS LAKE","BC",1943,NA
"WILLIAMS LAKE","BC",1944,4.6
"WILLIAMS LAKE","BC",1945,4.2
"WILLIAMS LAKE","BC",1946,4.3
"WILLIAMS LAKE","BC",1947,NA
"WILLIAMS LAKE","BC",1948,3
"WILLIAMS LAKE","BC",1949,3.2
"WILLIAMS LAKE","BC",1950,2.4
"WILLIAMS LAKE","BC",1951,2.5
"WILLIAMS LAKE","BC",1952,4.2
"WILLIAMS LAKE","BC",1953,4.9
"WILLIAMS LAKE","BC",1954,3.4
"WILLIAMS LAKE","BC",1955,1.1
"WILLIAMS LAKE","BC",1956,2.6
"WILLIAMS LAKE","BC",1957,2.5
"WILLIAMS LAKE","BC",1958,5
"WILLIAMS LAKE","BC",1959,3.6
"WILLIAMS LAKE","BC",1960,NA
"WILLIAMS LAKE","BC",1961,4.8
"WILLIAMS LAKE","BC",1962,4.3
"WILLIAMS LAKE","BC",1963,5.5
"WILLIAMS LAKE","BC",1964,3.3
"WILLIAMS LAKE","BC",1965,4
"WILLIAMS LAKE","BC",1966,4
"WILLIAMS LAKE","BC",1967,5.1
"WILLIAMS LAKE","BC",1968,3.8
"WILLIAMS LAKE","BC",1969,4
"WILLIAMS LAKE","BC",1970,3.8
"WILLIAMS LAKE","BC",1971,3.5
"WILLIAMS LAKE","BC",1972,3
"WILLIAMS LAKE","BC",1973,3.8
"WILLIAMS LAKE","BC",1974,4.4
"WILLIAMS LAKE","BC",1975,3
"WILLIAMS LAKE","BC",1976,4.3
"WILLIAMS LAKE","BC",1977,4
"WILLIAMS LAKE","BC",1978,3.8
"WILLIAMS LAKE","BC",1979,4.2
"WILLIAMS LAKE","BC",1980,4.1
"WILLIAMS LAKE","BC",1981,5.6
"WILLIAMS LAKE","BC",1982,3.3
"WILLIAMS LAKE","BC",1983,4.8
"WILLIAMS LAKE","BC",1984,3.7
"WILLIAMS LAKE","BC",1985,2.9
"WILLIAMS LAKE","BC",1986,5.1
"WILLIAMS LAKE","BC",1987,6.5
"WILLIAMS LAKE","BC",1988,5.3
"WILLIAMS LAKE","BC",1989,4.6
"WILLIAMS LAKE","BC",1990,4.4
"WILLIAMS LAKE","BC",1991,4.6
"WILLIAMS LAKE","BC",1992,5.6
"WILLIAMS LAKE","BC",1993,3.9
"WILLIAMS LAKE","BC",1994,4.9
"WILLIAMS LAKE","BC",1995,4.5
"WILLIAMS LAKE","BC",1996,2.3
"WILLIAMS LAKE","BC",1997,5.2
"WILLIAMS LAKE","BC",1998,6.2
"WILLIAMS LAKE","BC",1999,5.2
"WILLIAMS LAKE","BC",2000,3.9
"WILLIAMS LAKE","BC",2001,4.7
"WILLIAMS LAKE","BC",2002,4.3
"WILLIAMS LAKE","BC",2003,5.2
"WILLIAMS LAKE","BC",2004,5.5
"WILLIAMS LAKE","BC",2005,5
"WILLIAMS LAKE","BC",2006,5.3
"WILLIAMS LAKE","BC",2007,4.5
"WILLIAMS LAKE","BC",2008,4.1
"WILLIAMS LAKE","BC",2009,4
"WILLIAMS LAKE","BC",2010,5.7
"WILLIAMS LAKE","BC",2011,3.8
"WILLIAMS LAKE","BC",2012,4.8
"WILLIAMS LAKE","BC",2013,5.3
"WILLIAMS LAKE","BC",2014,4.5
"WILLIAMS LAKE","BC",2015,6
"WILLIAMS LAKE","BC",2016,5.7
"WILLIAMS LAKE","BC",2017,4.6
"AGASSIZ","BC",1894,10.1
"AGASSIZ","BC",1895,NA
"AGASSIZ","BC",1896,10.4
"AGASSIZ","BC",1897,NA
"AGASSIZ","BC",1898,11.2
"AGASSIZ","BC",1899,10.2
"AGASSIZ","BC",1900,NA
"AGASSIZ","BC",1901,10.5
"AGASSIZ","BC",1902,NA
"AGASSIZ","BC",1903,9.5
"AGASSIZ","BC",1904,10.6
"AGASSIZ","BC",1905,10.5
"AGASSIZ","BC",1906,10.6
"AGASSIZ","BC",1907,9.4
"AGASSIZ","BC",1908,10.1
"AGASSIZ","BC",1909,8.8
"AGASSIZ","BC",1910,10.6
"AGASSIZ","BC",1911,9.1
"AGASSIZ","BC",1912,9.9
"AGASSIZ","BC",1913,9.3
"AGASSIZ","BC",1914,10
"AGASSIZ","BC",1915,10.3
"AGASSIZ","BC",1916,8.6
"AGASSIZ","BC",1917,9.1
"AGASSIZ","BC",1918,10.3
"AGASSIZ","BC",1919,9.7
"AGASSIZ","BC",1920,10.4
"AGASSIZ","BC",1921,9.6
"AGASSIZ","BC",1922,9.2
"AGASSIZ","BC",1923,10.7
"AGASSIZ","BC",1924,9.9
"AGASSIZ","BC",1925,11
"AGASSIZ","BC",1926,11.4
"AGASSIZ","BC",1927,9.5
"AGASSIZ","BC",1928,10.7
"AGASSIZ","BC",1929,9.6
"AGASSIZ","BC",1930,10
"AGASSIZ","BC",1931,10.8
"AGASSIZ","BC",1932,9.9
"AGASSIZ","BC",1933,9.4
"AGASSIZ","BC",1934,11.6
"AGASSIZ","BC",1935,10
"AGASSIZ","BC",1936,9.9
"AGASSIZ","BC",1937,9.6
"AGASSIZ","BC",1938,10.8
"AGASSIZ","BC",1939,10.8
"AGASSIZ","BC",1940,11.5
"AGASSIZ","BC",1941,11.7
"AGASSIZ","BC",1942,11.1
"AGASSIZ","BC",1943,10.2
"AGASSIZ","BC",1944,10.8
"AGASSIZ","BC",1945,10
"AGASSIZ","BC",1946,9.8
"AGASSIZ","BC",1947,10.6
"AGASSIZ","BC",1948,9.9
"AGASSIZ","BC",1949,9.9
"AGASSIZ","BC",1950,8.9
"AGASSIZ","BC",1951,9.9
"AGASSIZ","BC",1952,10.2
"AGASSIZ","BC",1953,10.7
"AGASSIZ","BC",1954,NA
"AGASSIZ","BC",1955,8.4
"AGASSIZ","BC",1956,9.7
"AGASSIZ","BC",1957,10.1
"AGASSIZ","BC",1958,11.8
"AGASSIZ","BC",1959,9.8
"AGASSIZ","BC",1960,10.1
"AGASSIZ","BC",1961,10.7
"AGASSIZ","BC",1962,10.3
"AGASSIZ","BC",1963,10.4
"AGASSIZ","BC",1964,9.2
"AGASSIZ","BC",1965,10.1
"AGASSIZ","BC",1966,9.9
"AGASSIZ","BC",1967,10.6
"AGASSIZ","BC",1968,10.2
"AGASSIZ","BC",1969,9.9
"AGASSIZ","BC",1970,10.1
"AGASSIZ","BC",1971,9.4
"AGASSIZ","BC",1972,9.6
"AGASSIZ","BC",1973,9.9
"AGASSIZ","BC",1974,10.6
"AGASSIZ","BC",1975,9.7
"AGASSIZ","BC",1976,10.1
"AGASSIZ","BC",1977,10.2
"AGASSIZ","BC",1978,10.3
"AGASSIZ","BC",1979,10.3
"AGASSIZ","BC",1980,10.1
"AGASSIZ","BC",1981,11
"AGASSIZ","BC",1982,9.9
"AGASSIZ","BC",1983,10.6
"AGASSIZ","BC",1984,9.8
"AGASSIZ","BC",1985,9.3
"AGASSIZ","BC",1986,10.7
"AGASSIZ","BC",1987,11.3
"AGASSIZ","BC",1988,10.6
"AGASSIZ","BC",1989,10.6
"AGASSIZ","BC",1990,10.6
"AGASSIZ","BC",1991,10.8
"AGASSIZ","BC",1992,11.7
"AGASSIZ","BC",1993,10.7
"AGASSIZ","BC",1994,11.1
"AGASSIZ","BC",1995,11.5
"AGASSIZ","BC",1996,9.8
"AGASSIZ","BC",1997,11.2
"AGASSIZ","BC",1998,11.3
"AGASSIZ","BC",1999,10.4
"AGASSIZ","BC",2000,NA
"AGASSIZ","BC",2001,NA
"AGASSIZ","BC",2002,10.7
"AGASSIZ","BC",2003,11.1
"AGASSIZ","BC",2004,11.6
"AGASSIZ","BC",2005,11.3
"AGASSIZ","BC",2006,11.3
"AGASSIZ","BC",2007,10.7
"AGASSIZ","BC",2008,10.2
"AGASSIZ","BC",2009,NA
"AGASSIZ","BC",2010,NA
"AGASSIZ","BC",2011,NA
"AGASSIZ","BC",2012,NA
"AGASSIZ","BC",2013,11.2
"AGASSIZ","BC",2014,11.8
"AGASSIZ","BC",2015,12.7
"AGASSIZ","BC",2016,NA
"AGASSIZ","BC",2017,NA
"VANCOUVER","BC",1897,9
"VANCOUVER","BC",1898,9.1
"VANCOUVER","BC",1899,8.6
"VANCOUVER","BC",1900,9.2
"VANCOUVER","BC",1901,8.9
"VANCOUVER","BC",1902,8.9
"VANCOUVER","BC",1903,8.3
"VANCOUVER","BC",1904,8.9
"VANCOUVER","BC",1905,9
"VANCOUVER","BC",1906,9.4
"VANCOUVER","BC",1907,8.4
"VANCOUVER","BC",1908,9.2
"VANCOUVER","BC",1909,8.1
"VANCOUVER","BC",1910,8.7
"VANCOUVER","BC",1911,8.1
"VANCOUVER","BC",1912,8.8
"VANCOUVER","BC",1913,8.3
"VANCOUVER","BC",1914,9.2
"VANCOUVER","BC",1915,9.9
"VANCOUVER","BC",1916,7.9
"VANCOUVER","BC",1917,8.9
"VANCOUVER","BC",1918,9.7
"VANCOUVER","BC",1919,9.1
"VANCOUVER","BC",1920,9.3
"VANCOUVER","BC",1921,9.1
"VANCOUVER","BC",1922,8.5
"VANCOUVER","BC",1923,9.5
"VANCOUVER","BC",1924,9.5
"VANCOUVER","BC",1925,10.2
"VANCOUVER","BC",1926,10.5
"VANCOUVER","BC",1927,9.4
"VANCOUVER","BC",1928,9.9
"VANCOUVER","BC",1929,8.8
"VANCOUVER","BC",1930,9
"VANCOUVER","BC",1931,9.8
"VANCOUVER","BC",1932,9.6
"VANCOUVER","BC",1933,9.5
"VANCOUVER","BC",1934,10.8
"VANCOUVER","BC",1935,9.6
"VANCOUVER","BC",1936,9.5
"VANCOUVER","BC",1937,9
"VANCOUVER","BC",1938,9.6
"VANCOUVER","BC",1939,10.1
"VANCOUVER","BC",1940,10.9
"VANCOUVER","BC",1941,10.8
"VANCOUVER","BC",1942,10.3
"VANCOUVER","BC",1943,9.6
"VANCOUVER","BC",1944,10.3
"VANCOUVER","BC",1945,9.9
"VANCOUVER","BC",1946,9.7
"VANCOUVER","BC",1947,10
"VANCOUVER","BC",1948,9.2
"VANCOUVER","BC",1949,9.1
"VANCOUVER","BC",1950,9
"VANCOUVER","BC",1951,9.4
"VANCOUVER","BC",1952,9.8
"VANCOUVER","BC",1953,10.6
"VANCOUVER","BC",1954,9.4
"VANCOUVER","BC",1955,8.6
"VANCOUVER","BC",1956,9.6
"VANCOUVER","BC",1957,9.9
"VANCOUVER","BC",1958,11.5
"VANCOUVER","BC",1959,10
"VANCOUVER","BC",1960,10.1
"VANCOUVER","BC",1961,10.6
"VANCOUVER","BC",1962,10.3
"VANCOUVER","BC",1963,10.3
"VANCOUVER","BC",1964,9.1
"VANCOUVER","BC",1965,9.7
"VANCOUVER","BC",1966,9.9
"VANCOUVER","BC",1967,10.5
"VANCOUVER","BC",1968,10
"VANCOUVER","BC",1969,9.5
"VANCOUVER","BC",1970,9.5
"VANCOUVER","BC",1971,9.1
"VANCOUVER","BC",1972,9.1
"VANCOUVER","BC",1973,9.6
"VANCOUVER","BC",1974,10
"VANCOUVER","BC",1975,9.2
"VANCOUVER","BC",1976,9.8
"VANCOUVER","BC",1977,9.9
"VANCOUVER","BC",1978,10
"VANCOUVER","BC",1979,10.1
"VANCOUVER","BC",1980,9.9
"VANCOUVER","BC",1981,10.5
"VANCOUVER","BC",1982,9.7
"VANCOUVER","BC",1983,10.4
"VANCOUVER","BC",1984,9.9
"VANCOUVER","BC",1985,8.9
"VANCOUVER","BC",1986,10.5
"VANCOUVER","BC",1987,11.1
"VANCOUVER","BC",1988,10.6
"VANCOUVER","BC",1989,10.2
"VANCOUVER","BC",1990,10.3
"VANCOUVER","BC",1991,10.3
"VANCOUVER","BC",1992,11.1
"VANCOUVER","BC",1993,10.1
"VANCOUVER","BC",1994,10.8
"VANCOUVER","BC",1995,11.1
"VANCOUVER","BC",1996,9.8
"VANCOUVER","BC",1997,10.8
"VANCOUVER","BC",1998,11.4
"VANCOUVER","BC",1999,10.4
"VANCOUVER","BC",2000,10.2
"VANCOUVER","BC",2001,10.3
"VANCOUVER","BC",2002,10.4
"VANCOUVER","BC",2003,11
"VANCOUVER","BC",2004,11.5
"VANCOUVER","BC",2005,10.9
"VANCOUVER","BC",2006,10.7
"VANCOUVER","BC",2007,10.3
"VANCOUVER","BC",2008,9.9
"VANCOUVER","BC",2009,10.3
"VANCOUVER","BC",2010,11.1
"VANCOUVER","BC",2011,9.9
"VANCOUVER","BC",2012,10.4
"VANCOUVER","BC",2013,10.4
"VANCOUVER","BC",2014,11
"VANCOUVER","BC",2015,11.5
"VANCOUVER","BC",2016,11.3
"VANCOUVER","BC",2017,10.2
"KELOWNA","BC",1900,NA
"KELOWNA","BC",1901,NA
"KELOWNA","BC",1902,NA
"KELOWNA","BC",1903,5.6
"KELOWNA","BC",1904,6.7
"KELOWNA","BC",1905,6.9
"KELOWNA","BC",1906,7.8
"KELOWNA","BC",1907,5.8
"KELOWNA","BC",1908,6.9
"KELOWNA","BC",1909,6.2
"KELOWNA","BC",1910,7
"KELOWNA","BC",1911,5.5
"KELOWNA","BC",1912,6.6
"KELOWNA","BC",1913,5.9
"KELOWNA","BC",1914,7.8
"KELOWNA","BC",1915,7.7
"KELOWNA","BC",1916,4.9
"KELOWNA","BC",1917,6.4
"KELOWNA","BC",1918,7.4
"KELOWNA","BC",1919,6.3
"KELOWNA","BC",1920,7
"KELOWNA","BC",1921,7
"KELOWNA","BC",1922,5.9
"KELOWNA","BC",1923,7
"KELOWNA","BC",1924,6.6
"KELOWNA","BC",1925,7.3
"KELOWNA","BC",1926,7.3
"KELOWNA","BC",1927,5.6
"KELOWNA","BC",1928,6.9
"KELOWNA","BC",1929,5.1
"KELOWNA","BC",1930,5.5
"KELOWNA","BC",1931,6.7
"KELOWNA","BC",1932,6.7
"KELOWNA","BC",1933,6.4
"KELOWNA","BC",1934,7.8
"KELOWNA","BC",1935,6.7
"KELOWNA","BC",1936,6.2
"KELOWNA","BC",1937,5.8
"KELOWNA","BC",1938,7.6
"KELOWNA","BC",1939,7.5
"KELOWNA","BC",1940,8.1
"KELOWNA","BC",1941,7.9
"KELOWNA","BC",1942,7
"KELOWNA","BC",1943,6
"KELOWNA","BC",1944,6.8
"KELOWNA","BC",1945,7
"KELOWNA","BC",1946,7
"KELOWNA","BC",1947,7.4
"KELOWNA","BC",1948,6.5
"KELOWNA","BC",1949,6
"KELOWNA","BC",1950,5.7
"KELOWNA","BC",1951,5.8
"KELOWNA","BC",1952,6.8
"KELOWNA","BC",1953,7.9
"KELOWNA","BC",1954,6.5
"KELOWNA","BC",1955,5.6
"KELOWNA","BC",1956,6.7
"KELOWNA","BC",1957,6
"KELOWNA","BC",1958,8.7
"KELOWNA","BC",1959,6.7
"KELOWNA","BC",1960,7.3
"KELOWNA","BC",1961,7.7
"KELOWNA","BC",1962,7
"KELOWNA","BC",1963,7.5
"KELOWNA","BC",1964,6.5
"KELOWNA","BC",1965,7.2
"KELOWNA","BC",1966,7.5
"KELOWNA","BC",1967,8.5
"KELOWNA","BC",1968,7
"KELOWNA","BC",1969,6.8
"KELOWNA","BC",1970,7
"KELOWNA","BC",1971,6.8
"KELOWNA","BC",1972,6
"KELOWNA","BC",1973,7.2
"KELOWNA","BC",1974,7.9
"KELOWNA","BC",1975,6.4
"KELOWNA","BC",1976,7.2
"KELOWNA","BC",1977,NA
"KELOWNA","BC",1978,6.9
"KELOWNA","BC",1979,7.3
"KELOWNA","BC",1980,7.5
"KELOWNA","BC",1981,8.3
"KELOWNA","BC",1982,7.1
"KELOWNA","BC",1983,8
"KELOWNA","BC",1984,7.3
"KELOWNA","BC",1985,6.6
"KELOWNA","BC",1986,8
"KELOWNA","BC",1987,9.2
"KELOWNA","BC",1988,8.3
"KELOWNA","BC",1989,7.9
"KELOWNA","BC",1990,8.3
"KELOWNA","BC",1991,8.3
"KELOWNA","BC",1992,9
"KELOWNA","BC",1993,7.3
"KELOWNA","BC",1994,8.9
"KELOWNA","BC",1995,8.4
"KELOWNA","BC",1996,6.7
"KELOWNA","BC",1997,8.4
"KELOWNA","BC",1998,9.2
"KELOWNA","BC",1999,8.4
"KELOWNA","BC",2000,7.6
"KELOWNA","BC",2001,8
"KELOWNA","BC",2002,8.1
"KELOWNA","BC",2003,8.9
"KELOWNA","BC",2004,8.8
"KELOWNA","BC",2005,NA
"KELOWNA","BC",2006,NA
"KELOWNA","BC",2007,9.9
"KELOWNA","BC",2008,NA
"KELOWNA","BC",2009,NA
"KELOWNA","BC",2010,NA
"KELOWNA","BC",2011,NA
"KELOWNA","BC",2012,NA
"KELOWNA","BC",2013,NA
"KELOWNA","BC",2014,NA
"MERRITT","BC",1963,7.2
"MERRITT","BC",1964,NA
"MERRITT","BC",1965,NA
"MERRITT","BC",1966,NA
"MERRITT","BC",1967,NA
"MERRITT","BC",1968,NA
"MERRITT","BC",1969,6.3
"MERRITT","BC",1970,6.4
"MERRITT","BC",1971,6.5
"MERRITT","BC",1972,5.9
"MERRITT","BC",1973,6.8
"MERRITT","BC",1974,7.9
"MERRITT","BC",1975,6.1
"MERRITT","BC",1976,7.5
"MERRITT","BC",1977,6.8
"MERRITT","BC",1978,6.3
"MERRITT","BC",1979,7
"MERRITT","BC",1980,7.2
"MERRITT","BC",1981,8
"MERRITT","BC",1982,6.7
"MERRITT","BC",1983,7.5
"MERRITT","BC",1984,6.9
"MERRITT","BC",1985,5.7
"MERRITT","BC",1986,7.6
"MERRITT","BC",1987,9.1
"MERRITT","BC",1988,8.2
"MERRITT","BC",1989,7.5
"MERRITT","BC",1990,7.7
"MERRITT","BC",1991,7.8
"MERRITT","BC",1992,8.6
"MERRITT","BC",1993,6.6
"MERRITT","BC",1994,8.5
"MERRITT","BC",1995,7.6
"MERRITT","BC",1996,6
"MERRITT","BC",1997,8
"MERRITT","BC",1998,9.2
"MERRITT","BC",1999,8.2
"MERRITT","BC",2000,7.1
"MERRITT","BC",2001,7.9
"MERRITT","BC",2002,7.8
